StockCode,Description,Unique_Customers,Unique_Invoices,total_quantity,Total_Revenue
21195,PINK  HONEYCOMB PAPER BALL ,21,24,417,607.86
21196,ROUND WHITE CONFETTI IN TUBE,9,9,89,146.84999999999997
21197,MULTICOLOUR  CONFETTI IN TUBE,13,13,243,322.71
21198,WHITE HEART CONFETTI IN TUBE,47,50,964,931.56
21199,PINK  HEART CONFETTI IN TUBE,45,48,864,766.56
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,33,39,1010,1272.8999999999999
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,44,72,1175,2672.25
21202,DOLLY HONEYCOMB GARLAND,20,20,449,404.84999999999997
21204,DAISIES  HONEYCOMB GARLAND ,44,51,419,691.3499999999999
21205,MULTICOLOUR 3D BALLS GARLAND,43,48,209,532.9499999999999
21206,STRAWBERRY HONEYCOMB  GARLAND ,55,75,1220,1446.6
21207,SKULL AND CROSSBONES  GARLAND ,74,84,982,1533.8999999999999
21208,PASTEL COLOUR HONEYCOMB FAN,50,56,873,531.6899999999999
21209,MULTICOLOUR HONEYCOMB FAN,48,57,1142,669.12
21210,SET OF 72 RETROSPOT PAPER  DOILIES,244,365,5680,7947.37
21211,SET OF 72 SKULL PAPER  DOILIES,58,66,816,1144.8
21212,PACK OF 72 RETROSPOT CAKE CASES,635,1029,33693,16394.53
21213,PACK OF 72 SKULL CAKE CASES,295,499,14309,6859.31
21215,IVORY PAPER CUP CAKE CASES ,51,63,868,461.8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",150,241,1841,8354.87
21217,RED RETROSPOT ROUND CAKE TINS,167,257,975,9188.25
21218,RED SPOTTY BISCUIT TIN,130,203,2058,7071.2
21219,SET/4 BADGES BALLOON GIRL,35,42,323,408.59
21220,SET/4 BADGES DOGS,34,41,239,312.06
21221,SET/4 BADGES CUTE CREATURES,24,24,201,262.14
21222,SET/4 BADGES BEETLES,26,35,198,257.18
21224,SET/4 SKULL BADGES,58,81,734,913.7
21226,POCKET MIRROR WOODLAND,4,4,9,11.25
21228,"POCKET MIRROR ""GLAMOROUS""",2,2,5,6.25
21231,SWEETHEART CERAMIC TRINKET BOX,215,381,5757,6875.860000000001
21232,STRAWBERRY CERAMIC TRINKET BOX,312,582,10366,12210.06
21238,RED RETROSPOT CUP,160,277,3519,2822.41
21239,PINK  POLKADOT CUP,141,201,2574,2051.4
21240,BLUE POLKADOT CUP,149,215,3156,2487.08
21242,RED RETROSPOT PLATE ,148,222,3074,4860.98
21243,PINK  POLKADOT PLATE ,103,148,2113,3329.0499999999997
21244,BLUE POLKADOT PLATE ,107,147,2131,3359.47
21245,GREEN POLKADOT PLATE ,72,100,1014,1623.1
21246,RED RETROSPOT BIG BOWL,33,39,175,849.45
21248,DOOR HANGER  MUM + DADS ROOM,45,52,187,271.15
21249,WOODLAND  HEIGHT CHART STICKERS ,68,79,672,1874.4
21250,SET OF SKULL WALL STICKERS,15,17,92,257.0
21251,DINOSAUR HEIGHT CHART STICKER SET,32,35,165,486.75000000000006
21253,SET OF PICTURE FRAME  STICKERS,14,16,66,192.54000000000002
21257,VICTORIAN SEWING BOX MEDIUM,100,152,489,3735.39
21258,VICTORIAN SEWING BOX LARGE,61,106,425,5014.23
21259,VICTORIAN SEWING BOX SMALL ,133,237,1128,6432.110000000001
21260,FIRST AID TIN,104,148,1129,3530.35
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,24,27,167,520.6500000000001
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,43,50,268,790.6000000000001
21263,GREEN GOOSE FEATHER TREE 60CM,32,36,165,321.75
21264,WHITE GOOSE FEATHER TREE 60CM ,37,42,256,499.2
21265,PINK GOOSE FEATHER TREE 60CM,15,16,128,249.6
21268,VINTAGE BLUE TINSEL REEL,1,1,2,0.84
21269,ANTIQUE CREAM CUTLERY SHELF ,17,18,28,238.0
21270,ANTIQUE CREAM CUTLERY CUPBOARD,12,13,14,178.5
21272,SALLE DE BAIN HOOK,49,60,503,660.0699999999999
21275,ZINC TOP  2 DOOR WOODEN SHELF ,9,9,10,169.5
21277,FRENCH STYLE EMBOSSED HEART CABINET,19,20,23,485.9
21278,VINTAGE KITCHEN PRINT PUDDINGS,7,7,43,109.64999999999999
21279,VINTAGE KITCHEN PRINT FRUITS,12,12,65,165.75
21280,VINTAGE KITCHEN PRINT VEGETABLES,12,12,65,165.75
21281,VINTAGE KITCHEN PRINT SEAFOOD,6,6,35,89.25
21284,RETROSPOT CANDLE  SMALL,24,25,385,313.53000000000003
21285,RETROSPOT CANDLE  MEDIUM,26,33,350,357.62
21286,RETROSPOT CANDLE  LARGE,17,18,255,279.37
21287,SCENTED VELVET LOUNGE CANDLE ,47,54,1788,755.13
21288,STRIPEY CHOCOLATE NESTING BOXES,33,40,256,716.8000000000001
21289,LARGE STRIPES CHOCOLATE GIFT BAG,19,19,443,553.75
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,40,920,782.0
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,25,26,865,591.25
21293,MIRRORED DOVE WALL DECORATION,14,18,101,214.13000000000002
21294,ETCHED GLASS COASTER,46,58,1536,722.88
21306,SET/4 DAISY MIRROR MAGNETS,35,36,487,166.57
21307,SET/4 BUTTERFLY MIRROR MAGNETS,11,13,79,39.2
21310,CAPIZ CHANDELIER,1,1,1,29.95
21311,SET/4 BIRD MIRROR MAGNETS ,40,44,478,165.76999999999998
21313,GLASS HEART T-LIGHT HOLDER ,96,129,2843,2110.46
21314,SMALL GLASS HEART TRINKET POT,215,342,3670,7412.56
21316,SMALL CHUNKY GLASS ROMAN  BOWL,9,9,149,156.59
21317,GLASS SPHERE CANDLE STAND MEDIUM,23,26,96,516.2
21318,GLASS CHALICE BLUE SMALL ,38,40,680,372.3
21319,GLASS CHALICE GREEN  SMALL ,12,12,147,129.51
21320,GLASS CHALICE GREEN  LARGE ,10,11,186,309.66
21324,HANGING MEDINA LANTERN SMALL,20,20,69,203.55
21326,AGED GLASS SILVER T-LIGHT HOLDER,168,277,10088,6083.200000000001
21327,SKULLS WRITING SET ,99,145,538,887.6999999999999
21328,BALLOONS  WRITING SET ,135,187,760,1262.1999999999998
21329,DINOSAURS  WRITING SET ,120,168,589,980.0499999999998
21331,MOROCCAN BEATEN METAL DISH LARGE,7,7,11,140.25
21332,MOROCCAN BEATEN METAL MIRROR,8,8,14,143.3
21333,CLASSIC WHITE FRAME,15,15,55,162.25
21336,GOLD WASHBAG,3,3,8,23.6
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,179,260,928,10161.41
21344,MOROCCAN BEATEN METAL DISH,5,5,14,139.3
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,5,5,139,355.65
21349,IVY HEART WREATH,7,7,12,81.0
21351,CINAMMON & ORANGE WREATH,27,31,101,654.55
21352,EUCALYPTUS & PINECONE  WREATH,35,37,311,1118.65
21354,TOAST ITS - BEST MUM,55,68,753,888.45
21355,TOAST ITS - I LOVE YOU ,95,107,777,961.65
21356,TOAST ITS - FAIRY FLOWER,37,53,304,363.15
21357,TOAST ITS - DINOSAUR,9,10,19,23.75
21358,TOAST ITS - HAPPY BIRTHDAY,54,59,328,410.0
21359,RELAX LARGE WOOD LETTERS,22,26,127,759.65
21360,JOY LARGE WOOD LETTERS,14,14,37,194.15
21361,LOVE LARGE WOOD LETTERS ,42,54,91,1127.85
21363,HOME SMALL WOOD LETTERS,67,90,209,1034.5500000000002
21364,PEACE SMALL WOOD LETTERS,19,21,25,168.75
21365,MIRRORED WALL ART STARS,35,42,348,360.0
21366,MIRRORED WALL ART PHOTO FRAMES,9,10,24,102.0
21367,MIRRORED WALL ART GENTS,29,35,163,159.51
21368,MIRRORED WALL ART LADIES,25,30,161,129.15
21369,MIRRORED WALL ART SPLODGES,12,13,98,142.5
21370,MIRRORED WALL ART FOXY,7,8,15,88.2
21371,MIRRORED WALL ART POPPIES,27,32,275,274.65
21372,MIRRORED WALL ART TABLE LAMP,18,25,67,75.73
21373,MIRRORED WALL ART SNOWFLAKES,41,45,507,380.25
21374,MIRRORED WALL ART SKULLS,37,40,294,400.0
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,9,10,24,109.8
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,13,13,33,154.65
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,18,19,93,123.20999999999998
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,21,22,129,175.04999999999998
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,22,23,147,163.11
21380,WOODEN HAPPY BIRTHDAY GARLAND,138,232,2093,5910.150000000001
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,88,138,1699,2733.07
21382,SET/4 SPRING FLOWER DECORATION,64,93,1045,1164.3500000000001
21383,PACK OF 12 STICKY BUNNIES,75,77,772,501.8
21385,IVORY HANGING DECORATION  HEART,153,205,3564,2957.64
21386,IVORY HANGING DECORATION  EGG,42,46,713,257.57
21389,IVORY HANGING DECORATION  BIRD,81,94,1018,865.3
21390,FILIGRIS HEART WITH BUTTERFLY,120,174,3781,4544.13
21391,FRENCH LAVENDER SCENT HEART,69,75,975,855.45
21392,RED POLKADOT PUDDING BOWL,5,6,32,38.13
21393,BLUE POLKADOT PUDDING BOWL,7,7,29,38.67
21394,RED POLKADOT BEAKER ,88,114,3822,1538.62
21395,BLUE POLKADOT BEAKER ,63,78,2812,1096.6799999999998
21397,BLUE POLKADOT EGG CUP ,43,44,1016,445.26
21398,RED POLKADOT COFFEE  MUG,43,49,1499,642.75
21399,BLUE POLKADOT COFFEE MUG,50,62,2047,830.8199999999999
21400,RED PUDDING SPOON,42,48,837,109.74
21401,BLUE PUDDING SPOON,48,58,1010,132.29999999999998
21402,RED  EGG  SPOON,54,61,1290,155.4
21403,BLUE EGG  SPOON,58,71,1718,258.71999999999997
21407,BROWN CHECK CAT DOORSTOP ,79,94,233,965.0
21408,SPOTTY PINK DUCK DOORSTOP,50,65,225,764.91
21411,GINGHAM HEART  DOORSTOP RED,147,185,722,2391.46
21413,PERIWINKLE T-LIGHT HOLDER,8,10,36,45.0
21414,SCALLOP SHELL SOAP DISH,1,1,1,2.1
21415,CLAM SHELL SMALL ,25,30,206,384.13000000000005
21416,CLAM SHELL LARGE,4,4,5,18.75
21417,COCKLE SHELL DISH,24,32,289,420.88
21418,STARFISH SOAP DISH,11,12,59,115.25
21420,OYSTER TRINKET BOX,12,13,48,87.12
21421,PORCELAIN ROSE LARGE ,11,13,298,345.14
21422,PORCELAIN ROSE SMALL,32,46,1560,1218.36
21424,WOODLAND STORAGE BOX LARGE ,19,22,227,612.05
21425,SKULLS STORAGE BOX LARGE,12,16,67,188.05
21426,WOODLAND STORAGE BOX SMALL,15,17,213,411.30000000000007
21427,SKULLS STORAGE BOX SMALL,21,25,77,161.70000000000002
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,117,182,1099,4263.55
21429,RED GINGHAM ROSE JEWELLERY BOX,147,217,1616,2925.0
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,186,319,2704,9424.32
21439,BASKET OF TOADSTOOLS,51,77,1322,1574.98
21441,BLUE BIRDHOUSE DECORATION,34,38,376,223.29999999999998
21442,GREEN BIRDHOUSE DECORATION,31,36,389,232.01
21445,12 PINK ROSE PEG PLACE SETTINGS,17,21,214,267.5
21446,12 RED ROSE PEG PLACE SETTINGS,47,75,400,500.0
21447,12 IVORY ROSE PEG PLACE SETTINGS,56,91,749,936.25
21448,12 DAISY PEGS IN WOOD BOX,46,62,327,539.55
21452,TOADSTOOL MONEY BOX,109,133,745,2140.15
21454,PAINTED PINK RABBIT ,41,43,318,270.3
21455,PAINTED YELLOW WOODEN DAISY,32,32,271,230.35
21456,2 PICTURE BOOK EGGS EASTER CHICKS,17,19,161,201.25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,15,16,115,143.75
21458,2 PICTURE BOOK EGGS EASTER BUNNY,18,19,158,197.5
21459,YELLOW EASTER EGG HUNT START POST,16,18,75,146.25
21460,GREEN EASTER EGG HUNT START POST,9,9,26,50.699999999999996
21461,BLUE EASTER EGG HUNT START POST,4,4,9,17.55
21462,"NURSERY A,B,C PAINTED LETTERS",57,67,192,859.2
21463,MIRRORED DISCO BALL ,77,129,644,3405.3
21464,DISCO BALL ROTATOR BATTERY OPERATED,57,102,244,1034.0
21465,PINK FLOWER CROCHET FOOD COVER,55,63,193,727.46
21466,RED FLOWER CROCHET FOOD COVER,71,91,267,982.49
21467,CHERRY CROCHET FOOD COVER,58,78,215,813.67
21468,BUTTERFLY CROCHET FOOD COVER,43,50,123,468.67
21469,POLKA DOT RAFFIA FOOD COVER,57,71,250,941.21
21470,FLOWER VINE RAFFIA FOOD COVER,77,114,338,1278.63
21471,STRAWBERRY RAFFIA FOOD COVER,77,92,495,1702.65
21472,LADYBIRD + BEE RAFFIA FOOD COVER,29,33,119,446.25
21473,SWEETHEART CREAM STEEL TABLE RECT,16,18,22,438.9
21476,STEEL SWEETHEART ROUND TABLE CREAM,14,18,31,463.45
21479,WHITE SKULL HOT WATER BOTTLE ,252,378,2702,10227.72
21481,FAWN BLUE HOT WATER BOTTLE,253,379,2925,9218.550000000001
21484,CHICK GREY HOT WATER BOTTLE,205,282,1555,5810.37
21485,RETROSPOT HEART HOT WATER BOTTLE,371,533,3335,15871.730000000001
21486,PINK HEART DOTS HOT WATER BOTTLE,4,4,8,30.0
21488,RED WHITE SCARF  HOT WATER BOTTLE,2,2,3,11.850000000000001
21494,ROTATING LEAVES T-LIGHT HOLDER,79,126,1228,1624.73
21495,SKULLS AND CROSSBONES WRAP,102,165,5800,2356.0
21497,FANCY FONTS BIRTHDAY WRAP,177,230,8600,3430.0
21498,RED RETROSPOT WRAP ,238,335,10547,4320.74
21499,BLUE POLKADOT WRAP,175,215,6925,2808.5
21500,PINK POLKADOT WRAP ,162,213,6350,2593.0
21503,TOYBOX  WRAP ,22,23,726,288.92
21504,SKULLS GREETING CARD,74,96,1884,763.2
21506,"FANCY FONT BIRTHDAY CARD, ",171,250,4740,1910.8799999999999
21507,"ELEPHANT, BIRTHDAY CARD, ",139,198,3206,1314.0
21508,VINTAGE KID DOLLY CARD ,108,145,2393,971.11
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,142,203,3581,1444.75
21518,BANK ACCOUNT  GREETING  CARD ,16,17,265,106.98
21519,GIN & TONIC DIET GREETING CARD ,100,191,3217,1320.9
21520,BOOZE & WOMEN GREETING CARD ,29,33,457,187.62
21523,DOORMAT FANCY FONT HOME SWEET HOME,203,397,3088,19157.02
21524,DOORMAT SPOTTY HOME SWEET HOME,251,405,1662,12095.67
21527,RED RETROSPOT TRADITIONAL TEAPOT ,95,133,468,3540.6000000000004
21528,DAIRY MAID TRADITIONAL TEAPOT ,62,86,179,1230.05
21530,DAIRY MAID TOASTRACK,64,83,756,690.12
21531,RED RETROSPOT SUGAR JAM BOWL,143,206,1473,3459.15
21533,RETROSPOT LARGE MILK JUG,209,310,1317,6267.150000000001
21534,DAIRY MAID LARGE MILK JUG,94,124,327,1593.45
21535,RED RETROSPOT SMALL MILK JUG,204,310,2460,5830.2
21537,RED RETROSPOT PUDDING BOWL,50,57,327,1341.75
21538,DAIRY MAID  PUDDING BOWL,2,2,5,18.75
21539,RED RETROSPOT BUTTER DISH,123,211,939,4429.650000000001
21544,SKULLS  WATER TRANSFER TATTOOS ,80,113,1872,1522.3999999999999
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,13,16,72,212.40000000000003
21555,CERAMIC STRAWBERRY TRINKET TRAY,11,12,55,140.25
21556,CERAMIC STRAWBERRY MONEY BOX,38,47,804,1859.3999999999999
21557,SET OF 6 FUNKY BEAKERS,26,51,300,854.0400000000001
21558,SKULL LUNCH BOX WITH CUTLERY ,167,265,1946,4624.8
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,233,426,3716,8734.64
21561,DINOSAUR LUNCH BOX WITH CUTLERY,116,167,1227,2868.7799999999997
21562,HAWAIIAN GRASS SKIRT ,20,25,319,368.35
21563,RED HEART SHAPE LOVE BUCKET ,95,134,1358,2591.02
21564,PINK  HEART SHAPE LOVE BUCKET ,63,103,1016,1686.5200000000002
21576,LETS GO SHOPPING COTTON TOTE BAG,40,46,177,403.67
21577,SAVE THE PLANET COTTON TOTE BAG,94,116,549,1235.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,68,82,586,1318.5
21579,LOLITA  DESIGN  COTTON TOTE BAG,30,32,154,346.5
21580,RABBIT  DESIGN  COTTON TOTE BAG,21,24,90,202.5
21581,SKULLS  DESIGN  COTTON TOTE BAG,33,40,165,371.25
21584,RETROSPOT SMALL TUBE MATCHES,119,146,1066,1754.8999999999999
21586,KINGS CHOICE GIANT TUBE MATCHES,54,66,731,1691.25
21587,COSY HOUR GIANT TUBE MATCHES,25,26,197,480.75
21588,RETROSPOT GIANT TUBE MATCHES,99,132,1497,3450.1499999999996
21591,COSY HOUR CIGAR BOX MATCHES ,114,143,1187,1456.39
21592,RETROSPOT CIGAR BOX MATCHES ,156,210,2151,2150.71
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,59,73,761,2072.15
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,37,38,221,632.7500000000001
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,7,7,48,141.60000000000002
21615,4 LAVENDER BOTANICAL DINNER CANDLES,86,100,840,1195.0
21616,4 PEAR BOTANICAL DINNER CANDLES,84,104,755,1093.75
21617,4 LILY  BOTANICAL DINNER CANDLES,62,76,473,851.75
21618,4 WILDFLOWER BOTANICAL CANDLES,48,51,303,473.75
21619,4 VANILLA BOTANICAL CANDLES,99,121,900,1252.5
21620,SET OF 4 ROSE BOTANICAL CANDLES,97,124,811,1211.25
21621,VINTAGE UNION JACK BUNTING,267,391,2540,20962.16
21622,VINTAGE UNION JACK CUSHION COVER,76,92,364,1785.0
21623,VINTAGE UNION JACK MEMOBOARD,139,205,3255,22709.13
21624,VINTAGE UNION JACK DOORSTOP,72,82,204,1190.8
21625,VINTAGE UNION JACK APRON,97,113,307,2140.19
21626,VINTAGE UNION JACK PENNANT,64,74,742,1446.8999999999999
21627,ELEPHANT CARNIVAL POUFFE,14,24,38,568.0999999999999
21628,TRIANGULAR POUFFE VINTAGE ,14,16,44,620.4
21629,SQUARE FLOOR CUSHION VINTAGE RED,13,25,53,411.35
21630,FLOOR CUSHION ELEPHANT CARNIVAL,13,22,54,461.29999999999995
21631,HIPPY CHIC DECORATIVE PARASOL,15,16,155,761.85
21632,VINTAGE PINK DECORATIVE PARASOL,5,5,60,237.00000000000003
21633,SUNFLOWER DECORATIVE PARASOL,13,14,87,528.45
21634,ASSORTED MINI MADRAS NOTEBOOK,22,23,948,462.6
21635,MADRAS NOTEBOOK LARGE ,15,15,270,367.5
21636,MADRAS NOTEBOOK MEDIUM,60,71,917,703.95
21637,ASSORTED SANSKRIT MINI NOTEBOOK,6,6,109,136.25
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,25,31,235,493.50000000000006
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,38,46,541,447.37
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,19,23,1102,367.97999999999996
21642,ASSORTED TUTTI FRUTTI PEN,79,90,2452,801.2399999999999
21643,ASSORTED TUTTI FRUTTI MIRROR,27,31,490,594.26
21644,ASSORTED TUTTI FRUTTI HEART BOX,29,32,215,268.75
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,21,24,117,245.70000000000002
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,26,31,654,790.14
21650,ASSORTED TUTTI FRUTTI BRACELET,48,61,2197,440.89000000000004
21651,HANGING GLASS ETCHED TEALIGHT,9,10,131,201.74999999999997
21654,RIDGED GLASS FINGER BOWL,40,47,946,432.54
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1,2,36,60.84
21656,RIDGED GLASS POSY VASE ,15,17,117,169.64999999999998
21657,MILK BOTTLE WITH GLASS STOPPER ,11,15,28,194.6
21658,GLASS  BEURRE DISH,82,126,773,2874.07
21661,VINTAGE GLASS TEA CADDY,3,3,3,17.85
21662,VINTAGE GLASS COFFEE CADDY,14,16,74,416.3
21664,RIDGED GLASS STORAGE JAR CREAM LID,15,17,97,346.47
21666,RIDGED GLASS T-LIGHT HOLDER,21,33,384,249.60000000000002
21667,GLASS CAKE COVER AND PLATE,1,1,2,29.9
21668,RED STRIPE CERAMIC DRAWER KNOB,169,333,5035,6224.03
21669,BLUE STRIPE CERAMIC DRAWER KNOB,167,351,4969,6284.25
21670,BLUE SPOT CERAMIC DRAWER KNOB,158,289,4004,5028.5199999999995
21671,RED SPOT CERAMIC DRAWER KNOB,164,279,4080,5042.4
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,159,307,4564,5618.04
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,154,276,3994,4960.5
21675,BUTTERFLIES STICKERS,45,51,525,447.80999999999995
21676,FLOWERS  STICKERS,21,32,211,191.04999999999998
21677,HEARTS  STICKERS,62,80,766,655.0
21678,PAISLEY PATTERN  STICKERS,16,16,104,88.39999999999999
21679,SKULLS  STICKERS,67,87,1054,891.2199999999999
21680,WOODLAND  STICKERS,43,53,804,683.4
21681,GIANT MEDINA STAMPED METAL BOWL ,2,2,2,19.9
21682,LARGE MEDINA STAMPED METAL BOWL ,42,50,177,881.1600000000001
21683,MEDIUM MEDINA STAMPED METAL BOWL ,39,48,297,876.1500000000001
21684,SMALL MEDINA STAMPED METAL BOWL ,27,36,764,575.41
21686,MEDINA STAMPED METAL STOOL,6,18,33,1268.3500000000001
21688,SILVER PLATE CANDLE BOWL SMALL,36,39,316,932.2000000000002
21689,SILVER VANILLA  FLOWER CANDLE POT,22,23,92,345.0
21690,SILVER  CANDLEPOT JARDIN ,6,7,24,90.0
21692,SILVER LATTICE VANILLA CANDLE POT,7,7,17,63.75
21693,SMALL HAMMERED SILVER CANDLEPOT ,40,43,358,1056.1000000000001
21694,SMALL REGAL  SILVER CANDLEPOT ,18,20,303,817.05
21695,SMALL SILVER FLOWER CANDLE POT,35,35,283,834.8500000000001
21696,SMALL SILVER TRELLIS CANDLEPOT,27,29,226,666.7
21698,MOCK LOBSTER FRIDGE MAGNET,22,22,266,116.61999999999999
21700,BIG DOUGHNUT FRIDGE MAGNETS,58,85,1266,1076.1
21703,BAG 125g SWIRLY MARBLES,175,243,9272,3431.35
21704,BAG 250g SWIRLY MARBLES,137,197,5004,3856.3799999999997
21705,BAG 500g SWIRLY MARBLES,89,110,1377,1299.2099999999998
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,53,68,229,1134.5800000000002
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,44,47,120,601.22
21708,FOLDING UMBRELLA CREAM POLKADOT,28,32,139,682.45
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,30,31,87,430.06
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,29,31,84,412.41
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,22,23,86,420.1
21713,CITRONELLA CANDLE FLOWERPOT,103,125,701,1448.1000000000001
21714,CITRONELLA CANDLE GARDEN POT,106,126,1085,1356.25
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,116,138,1141,2736.75
21716,BOYS VINTAGE TIN SEASIDE BUCKET,112,137,1206,2921.72
21717,EASTER TIN BUCKET,34,38,405,931.95
21718,RED METAL BEACH SPADE ,106,143,1289,1613.67
21719,LOVELY BONBON STICKER SHEET,29,34,301,255.85
21720,CAKE SHOP  STICKER SHEET,8,8,57,48.449999999999996
21721,CANDY SHOP  STICKER SHEET,19,20,175,148.75
21722,SWEET PUDDING STICKER SHEET,13,15,65,55.25
21723,ALPHABET HEARTS STICKER SHEET,29,38,371,315.34999999999997
21724,PANDA AND BUNNIES STICKER SHEET,43,57,372,316.2
21725,SWEETIES  STICKERS,26,32,274,232.89999999999998
21726,MULTI HEARTS  STICKERS,29,36,231,196.35
21730,GLASS STAR FROSTED T-LIGHT HOLDER,79,119,498,2324.14
21731,RED TOADSTOOL LED NIGHT LIGHT,266,522,12871,19844.91
21733,RED HANGING HEART T-LIGHT HOLDER,385,679,7759,22624.690000000002
21735,TWO DOOR CURIO CABINET,60,82,210,2551.95
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,5,5,80,137.22000000000003
21738,COSY SLIPPER SHOES SMALL  RED ,17,18,45,132.75
21739,COSY SLIPPER SHOES SMALL GREEN,38,48,143,417.44000000000005
21741,COSY SLIPPER SHOES LARGE GREEN,27,28,131,386.45000000000005
21742,LARGE ROUND WICKER PLATTER ,75,89,193,1148.3500000000001
21743,STAR PORTABLE TABLE LIGHT ,28,31,275,753.6500000000001
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,66,80,367,1128.0900000000001
21745,GAOLERS KEYS DECORATIVE GARDEN ,115,205,929,3412.19
21746,SMALL RED RETROSPOT WINDMILL,122,185,2974,3521.7
21747,SMALL SKULL WINDMILL,31,42,437,527.53
21749,LARGE RED RETROSPOT WINDMILL,80,107,1900,3645.0000000000005
21750,LARGE SKULL WINDMILL,15,16,78,163.8
21754,HOME BUILDING BLOCK WORD,360,691,2654,15630.960000000001
21755,LOVE BUILDING BLOCK WORD,337,555,1946,11535.560000000001
21756,BATH BUILDING BLOCK WORD,168,242,792,4727.83
21757,LIGHTHOUSE PRINTED METAL SIGN,3,3,6,29.700000000000003
21758,VINTAGE SHELLS PRINT,13,14,32,202.4
21761,WOOD AND GLASS MEDICINE CABINET,10,10,10,299.5
21763,VINTAGE WOODEN BAR STOOL,4,4,6,169.75
21769,VINTAGE POST OFFICE CABINET,2,2,11,607.6500000000001
21770,OPEN CLOSED METAL SIGN,263,341,1577,7311.360000000001
21773,DECORATIVE ROSE BATHROOM BOTTLE,50,59,920,693.52
21774,DECORATIVE CATS BATHROOM BOTTLE,39,52,835,647.03
21775,DECORATIVE FLORE BATHROOM BOTTLE,34,41,283,313.91
21777,RECIPE BOX WITH METAL HEART,3,3,7,55.65
21781,MA CAMPAGNE CUTLERY BOX,51,81,138,2012.5
21784,SHOE SHINE BOX ,20,38,51,507.45
21785,RAIN PONCHO ,3,4,411,267.95
21786,POLKADOT RAIN HAT ,55,88,1589,631.15
21787,RAIN PONCHO RETROSPOT,115,180,8755,6964.63
21788,KIDS RAIN MAC BLUE,59,66,1203,936.93
21789,KIDS RAIN MAC PINK,55,67,799,675.13
21790,VINTAGE SNAP CARDS,449,722,13336,10447.42
21791,VINTAGE HEADS AND TAILS CARD GAME ,342,485,7143,8531.41
21792,CLASSIC FRENCH STYLE BASKET GREEN ,58,70,331,1388.65
21793,CLASSIC FRENCH STYLE BASKET BROWN,57,66,296,1240.44
21794,CLASSIC FRENCH STYLE BASKET NATURAL,79,93,501,2064.4700000000003
21801,CHRISTMAS TREE DECORATION WITH BELL,22,22,457,191.94
21802,CHRISTMAS TREE HEART DECORATION,45,46,1000,420.0
21803,CHRISTMAS TREE STAR DECORATION,46,49,1138,477.96
21804,WHITE CHRISTMAS GARLAND STARS TREES,37,40,178,656.7
21807,WHITE CHRISTMAS STAR DECORATION,24,25,415,174.29999999999998
21808,"CHRISTMAS GARLAND STARS,TREES",21,21,100,370.0
21809,CHRISTMAS HANGING TREE WITH BELL,72,85,1859,995.3
21810,CHRISTMAS HANGING STAR WITH BELL,129,173,5305,2443.0699999999997
21811,CHRISTMAS HANGING HEART WITH BELL,119,155,4332,2181.58
21812,GARLAND WITH HEARTS AND BELLS,36,42,218,1037.1000000000001
21813,GARLAND WITH STARS AND BELLS,38,40,250,1187.1000000000001
21814,HEART T-LIGHT HOLDER ,11,12,75,108.75
